"success","rt","part","trial_type","trial_index","time_elapsed","internal_node_id","response","stimulus","correct","choices","correct_choice","trial_duration","response_ends_trial","number_of_apertures","number_of_dots","coherent_direction","coherence","opposite_coherence","dot_radius","dot_side_length","dot_life","move_distance","aperture_width","aperture_height","dot_color","dot_color_final","color_change_delay","target_color_proportion","motion_change_delay","dot_shape","background_color","RDK_type","aperture_type","reinsert_type","frame_rate","frame_rate_array","number_of_frames","aperture_center_x","aperture_center_y","fixation_cross","fixation_cross_width","fixation_cross_height","fixation_cross_color","fixation_cross_thickness","border","border_thickness","border_color","canvas_width","canvas_height","task","correct_responce","revs","correctNum","totalTrials","proportionColor","proportionMotion","data_label"
"","1277","color_pract","rdk","10","45828","0.0-0.0-2.0-1.0-0.0-0.0-1.2","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","6.826359037863549","0.6","0","circle","black","3","2","2","17.901408450704224","[14,16,17,18,16,17,17,16,17,17,17,17,17,17,17,17,17,16,16,18,17,17,17,17,16,17,17,17,17,16,17,17,17,16,18,16,17,17,16,18,16,17,17,16,18,17,15,17,16,17,17,16,17,16,17,17,17,17,16,16,18,16,18,17,16,17,33,33,33,33,34]","71","832","411.5","false","20","20","black","1","false","1","1","1680","998","rdk","d","","","","0.6","0.24",""
"","null","","html-keyboard-response","11","46330","0.0-0.0-2.0-1.0-0.0-0.0-2.2","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","12","46832","0.0-0.0-2.0-1.0-0.0-0.0-0.3","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","1581","color_pract","rdk","13","48414","0.0-0.0-2.0-1.0-0.0-0.0-1.3","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","6.826359037863549","0.6","0","circle","black","3","2","2","19.625","[15,18,16,18,16,18,17,17,16,17,17,17,17,16,17,17,16,17,17,17,16,17,17,16,17,17,16,16,17,17,16,18,17,17,17,16,16,17,17,17,17,17,17,16,16,18,17,16,16,16,18,15,17,17,17,16,18,16,16,17,17,17,16,17,17,17,33,34,33,34,33,33,34,33,34,32,33,34,33,33]","80","832","411.5","false","20","20","black","1","false","1","1","1680","998","rdk","d","","","","0.6","0.24",""
"","null","","html-keyboard-response","14","48916","0.0-0.0-2.0-1.0-0.0-0.0-2.3","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","15","49419","0.0-0.0-2.0-1.0-0.0-0.0-0.4","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","1317","color_pract","rdk","16","50736","0.0-0.0-2.0-1.0-0.0-0.0-1.4","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","6.826359037863549","0.58","0","circle","black","3","2","2","18.11111111111111","[12,16,18,17,16,18,16,17,16,17,16,16,17,18,17,16,16,17,18,16,18,16,18,16,17,17,15,17,17,17,17,16,17,16,17,18,16,17,18,15,18,16,18,16,18,17,16,18,16,17,18,16,17,17,16,17,16,17,17,16,18,16,17,17,18,16,34,33,33,34,33,33]","72","832","411.5","false","20","20","black","1","false","1","1","1680","998","rdk","d","","","","0.58","0.24",""
"","null","","html-keyboard-response","17","51238","0.0-0.0-2.0-1.0-0.0-0.0-2.4","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","18","51740","0.0-0.0-2.0-1.0-0.0-0.0-0.5","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","1054","color_pract","rdk","19","52795","0.0-0.0-2.0-1.0-0.0-0.0-1.5","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","6.826359037863549","0.58","0","circle","black","3","2","2","16.58730158730159","[7,18,17,16,17,16,17,17,16,16,17,18,16,17,17,17,17,16,17,16,16,17,17,17,16,17,17,16,17,16,17,18,16,17,16,17,17,17,18,15,18,16,18,17,16,17,17,17,16,16,17,16,17,17,16,18,16,17,17,16,18,15,18]","63","832","411.5","false","20","20","black","1","false","1","1","1680","998","rdk","d","","","","0.58","0.24",""
"","null","","html-keyboard-response","20","53297","0.0-0.0-2.0-1.0-0.0-0.0-2.5","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","21","53799","0.0-0.0-2.0-1.0-0.0-0.0-0.6","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","1193","color_pract","rdk","22","54993","0.0-0.0-2.0-1.0-0.0-0.0-1.6","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","6.826359037863549","0.58","0","circle","black","3","2","2","17.25","[16,15,18,16,17,16,18,17,16,17,16,18,15,18,17,17,17,16,17,18,16,17,17,16,17,16,17,18,16,18,16,18,16,17,16,17,17,17,16,18,16,17,16,17,17,17,17,16,17,18,17,16,17,16,16,17,17,18,16,16,18,16,17,17,16,17,33,34]","68","832","411.5","false","20","20","black","1","false","1","1","1680","998","rdk","k","","","","0.58","0.24",""
"","null","","html-keyboard-response","23","55495","0.0-0.0-2.0-1.0-0.0-0.0-2.6","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","24","55997","0.0-0.0-2.0-1.0-0.0-0.0-0.7","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","949","color_pract","rdk","25","56947","0.0-0.0-2.0-1.0-0.0-0.0-1.7","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","6.826359037863549","0.58","0","circle","black","3","2","2","16.45614035087719","[1,17,17,16,17,18,17,16,18,15,17,16,17,17,16,16,18,17,16,17,16,17,17,17,17,17,16,17,17,17,17,16,18,17,17,16,17,17,17,15,17,18,16,17,15,17,17,16,17,17,16,17,17,17,16,16,18]","57","832","411.5","false","20","20","black","1","false","1","1","1680","998","rdk","k","","","","0.58","0.24",""
"","null","","html-keyboard-response","26","57448","0.0-0.0-2.0-1.0-0.0-0.0-2.7","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","27","57950","0.0-0.0-2.0-1.0-0.0-0.0-0.8","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","751","color_pract","rdk","28","58701","0.0-0.0-2.0-1.0-0.0-0.0-1.8","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","6.826359037863549","0.5599999999999999","0","circle","black","3","2","2","16.68888888888889","[15,17,16,18,16,17,17,17,16,17,18,17,17,17,16,17,17,16,18,16,17,17,17,15,18,16,17,17,16,17,15,18,16,17,17,17,17,16,17,16,18,15,18,17,15]","45","832","411.5","false","20","20","black","1","false","1","1","1680","998","rdk","d","","","","0.5599999999999999","0.24",""
"","null","","html-keyboard-response","29","59203","0.0-0.0-2.0-1.0-0.0-0.0-2.8","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","30","59704","0.0-0.0-2.0-1.0-0.0-0.0-0.9","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","968","color_pract","rdk","31","60673","0.0-0.0-2.0-1.0-0.0-0.0-1.9","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","6.826359037863549","0.5599999999999999","0","circle","black","3","2","2","16.603448275862068","[10,17,16,18,16,17,17,17,16,16,16,17,16,18,16,17,17,16,16,18,16,17,16,17,17,18,17,17,17,16,18,16,17,17,17,17,16,16,16,17,16,17,17,16,17,16,18,16,16,18,16,16,17,17,17,17,17,17]","58","832","411.5","false","20","20","black","1","false","1","1","1680","998","rdk","d","","","","0.5599999999999999","0.24",""
"","null","","html-keyboard-response","32","61175","0.0-0.0-2.0-1.0-0.0-0.0-2.9","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","33","61677","0.0-0.0-2.0-1.0-0.0-0.0-0.10","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","824","color_pract","rdk","34","62502","0.0-0.0-2.0-1.0-0.0-0.0-1.10","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","6.826359037863549","0.5599999999999999","0","circle","black","3","2","2","16.44","[3,17,16,17,16,17,17,16,17,16,16,18,17,16,17,17,17,16,16,17,18,17,17,16,16,18,16,18,16,18,16,17,16,17,17,17,17,16,17,16,17,17,16,17,17,16,17,16,18,16]","50","832","411.5","false","20","20","black","1","false","1","1","1680","998","rdk","k","","","","0.5599999999999999","0.24",""
"","null","","html-keyboard-response","35","63004","0.0-0.0-2.0-1.0-0.0-0.0-2.10","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","36","63506","0.0-0.0-2.0-1.0-0.0-0.0-0.11","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","725","color_pract","rdk","37","64232","0.0-0.0-2.0-1.0-0.0-0.0-1.11","d","","false","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","6.826359037863549","0.5599999999999999","0","circle","black","3","2","2","16.58139534883721","[9,16,17,17,16,18,17,16,17,17,16,16,17,18,16,17,17,16,17,17,17,17,17,17,16,17,15,17,16,18,17,17,15,18,17,16,17,17,17,17,17,16,18]","43","832","411.5","false","20","20","black","1","false","1","1","1680","998","rdk","k","","","","0.5599999999999999","0.24",""
"","null","","html-keyboard-response","38","64733","0.0-0.0-2.0-1.0-0.0-0.0-2.11","null","<p style='font-size: 60px; color: red'>错误!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","39","65234","0.0-0.0-2.0-1.0-0.0-0.0-0.12","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","795","color_pract","rdk","40","66030","0.0-0.0-2.0-1.0-0.0-0.0-1.12","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","6.826359037863549","0.58","0","circle","black","3","2","2","16.72340425531915","[15,16,17,17,17,16,18,17,16,17,17,16,17,18,16,16,18,15,18,16,17,17,18,16,16,18,17,16,16,18,17,17,16,16,16,18,16,17,18,15,18,17,16,17,16,17,17]","47","832","411.5","false","20","20","black","1","false","1","1","1680","998","rdk","d","","","","0.58","0.24",""
"","null","","html-keyboard-response","41","66531","0.0-0.0-2.0-1.0-0.0-0.0-2.12","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","42","67032","0.0-0.0-2.0-1.0-0.0-0.0-0.13","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","956","color_pract","rdk","43","67989","0.0-0.0-2.0-1.0-0.0-0.0-1.13","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","6.826359037863549","0.58","0","circle","black","3","2","2","16.517241379310345","[1,15,17,17,17,17,17,17,17,18,17,16,17,17,17,17,16,18,17,17,17,17,16,16,18,16,17,16,18,16,18,16,17,16,17,18,16,16,17,17,17,16,16,18,16,17,16,16,18,17,17,17,16,17,17,15,18,17]","58","832","411.5","false","20","20","black","1","false","1","1","1680","998","rdk","d","","","","0.58","0.24",""
"","null","","html-keyboard-response","44","68491","0.0-0.0-2.0-1.0-0.0-0.0-2.13","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","45","68993","0.0-0.0-2.0-1.0-0.0-0.0-0.14","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","944","color_pract","rdk","46","69939","0.0-0.0-2.0-1.0-0.0-0.0-1.14","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","6.826359037863549","0.58","0","circle","black","3","2","2","16.54385964912281","[4,17,17,17,17,16,17,18,17,17,16,17,17,17,17,16,17,17,17,17,17,16,17,17,15,17,17,17,17,17,16,18,16,17,17,16,18,16,17,16,16,17,17,16,18,16,16,17,16,17,16,17,17,16,17,18,17]","57","832","411.5","false","20","20","black","1","false","1","1","1680","998","rdk","k","","","","0.58","0.24",""
"","null","","html-keyboard-response","47","70440","0.0-0.0-2.0-1.0-0.0-0.0-2.14","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","48","70942","0.0-0.0-2.0-1.0-0.0-0.0-0.15","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","929","color_pract","rdk","49","71872","0.0-0.0-2.0-1.0-0.0-0.0-1.15","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","6.826359037863549","0.58","0","circle","black","3","2","2","16.535714285714285","[7,16,16,17,17,17,16,18,17,15,17,17,17,16,16,17,17,16,17,17,17,17,16,17,16,17,17,16,16,17,17,18,16,16,17,18,17,16,16,16,17,17,16,18,16,18,16,17,16,17,18,17,17,17,16,17]","56","832","411.5","false","20","20","black","1","false","1","1","1680","998","rdk","k","","","","0.58","0.24",""
"","null","","html-keyboard-response","50","72373","0.0-0.0-2.0-1.0-0.0-0.0-2.15","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","51","72874","0.0-0.0-2.0-1.0-0.0-0.0-0.16","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","945","color_pract","rdk","52","73821","0.0-0.0-2.0-1.0-0.0-0.0-1.16","d","","false","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","6.826359037863549","0.5599999999999999","0","circle","black","3","2","2","16.614035087719298","[7,17,16,18,16,17,17,16,17,17,16,17,17,17,17,17,16,17,17,18,17,16,16,17,17,17,17,17,16,16,18,16,17,16,17,18,16,16,17,18,16,18,16,16,18,16,16,18,16,17,16,17,18,17,17,17,16]","57","832","411.5","false","20","20","black","1","false","1","1","1680","998","rdk","k","","","","0.5599999999999999","0.24",""
"","null","","html-keyboard-response","53","74323","0.0-0.0-2.0-1.0-0.0-0.0-2.16","null","<p style='font-size: 60px; color: red'>错误!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","54","74824","0.0-0.0-2.0-1.0-0.0-0.0-0.17","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","822","color_pract","rdk","55","75647","0.0-0.0-2.0-1.0-0.0-0.0-1.17","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","6.826359037863549","0.58","0","circle","black","3","2","2","16.571428571428573","[8,17,17,16,17,17,17,16,17,17,16,17,17,17,17,17,16,18,15,17,17,16,17,17,16,16,17,16,17,17,17,17,16,18,15,18,16,18,16,18,16,17,17,16,17,17,17,17,17]","49","832","411.5","false","20","20","black","1","false","1","1","1680","998","rdk","d","","","","0.58","0.24",""
"","null","","html-keyboard-response","56","76149","0.0-0.0-2.0-1.0-0.0-0.0-2.17","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","57","76651","0.0-0.0-2.0-1.0-0.0-0.0-0.18","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","1138","color_pract","rdk","58","77790","0.0-0.0-2.0-1.0-0.0-0.0-1.18","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","6.826359037863549","0.58","0","circle","black","3","2","2","16.970149253731343","[14,16,18,16,17,17,17,17,18,16,17,17,16,17,16,17,17,17,16,17,16,17,17,16,17,18,16,16,17,17,16,17,17,17,17,16,17,17,16,17,17,17,17,16,17,16,16,17,18,17,16,16,17,17,17,16,18,17,17,16,17,16,17,17,17,17,34]","67","832","411.5","false","20","20","black","1","false","1","1","1680","998","rdk","k","","","","0.58","0.24",""
"","null","","html-keyboard-response","59","78292","0.0-0.0-2.0-1.0-0.0-0.0-2.18","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","60","78793","0.0-0.0-2.0-1.0-0.0-0.0-0.19","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","792","color_pract","rdk","61","79586","0.0-0.0-2.0-1.0-0.0-0.0-1.19","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","6.826359037863549","0.58","0","circle","black","3","2","2","16.4375","[4,17,18,17,17,17,17,17,16,17,17,18,15,18,16,17,17,17,17,16,16,17,17,17,17,17,17,15,16,18,16,17,16,17,17,15,17,17,16,16,17,16,16,18,15,18,17,16]","48","832","411.5","false","20","20","black","1","false","1","1","1680","998","rdk","d","","","","0.58","0.24",""
"","null","","html-keyboard-response","62","80087","0.0-0.0-2.0-1.0-0.0-0.0-2.19","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
