"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","part","response","stimulus","correct","choices","correct_choice","trial_duration","response_ends_trial","number_of_apertures","number_of_dots","number_of_sets","coherent_direction","coherence","opposite_coherence","dot_radius","dot_side_length","dot_life","move_distance","aperture_width","aperture_height","dot_color_beforeOne","dot_color_beforeTwo","dot_color_after","dot_color_delay","move_delay","dot_shape","background_color","RDK_type","aperture_type","reinsert_type","frame_rate","frame_rate_array","number_of_frames","aperture_center_x","aperture_center_y","fixation_cross","fixation_cross_width","fixation_cross_height","fixation_cross_color","fixation_cross_thickness","border","border_thickness","border_color","canvas_width","canvas_height","task","correct_responce","match","association","difficulty"
"true","false","[]","[]","[]","preload","0","8","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","1","820862","0.0-1.0","818836","fullScreen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey","2","836508","0.0-2.0","14557","survey","{""sex"":""男"",""age"":23,""hands"":""右"",""color_blindness"":""都不是""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","3","851057","0.0-3.0","13526","color_test","{""Q0"":""BE""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","4","859977","0.0-4.0","7898","instruction_beginning"," ","
      <div style=""text-align: left; color: white"">
        <h3 style=""text-align: center; font-size: 30px; margin: 0;"">欢迎参与本实验</h3>
          <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》，</p>
          <p>如果您未见过上述内容，请咨询实验员 ，</p>
          <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意 。</p>
          <p>在整个实验中，您需要完成两项任务，具体的任务要求会在后面说明 ，</p>
          <p>请按空格键进入实验</p >
      </div>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","5","878876","0.0-5.0-0.0-0.0-0.0","17888","instruction_match"," ","
      <div style=""text-align: left; color: white; padding: 10px""> 
        <h3 style=""text-align: center; font-size: 30px; margin: 10px"">任务一：匹配判断</h3>
        <p>接下来，屏幕上会呈现一些运动的圆点，</p>
        <p>如果图中大部分点向 <span style=""font-weight: bold"">右</span> 运动代表 <span style=""font-weight: bold"">你自己</span> ，向 <span style=""font-weight: bold"">左</span> 运动代表 <span style=""font-weight: bold"">生人（即陌生人）</span>，</p >
        <p>同时散点图的下方会出现 ""自己"" 或 ""生人"" 的文字标签。</p >
        <p>您需要在3秒内判断 <span style=""font-weight: bold"">散点图的运动方向与文字是否匹配</span> ：</p >
        <ul>
          <li><span style=""color: hsl(135, 50%, 50%)"">匹配</span>，请按键盘 <span style=""color: hsl(135, 50%, 50%)"">""F"" 键</span></li>
          <li><span style=""color: red"">不匹配</span>，请按键盘 <span style=""color: red"">""J"" 键</span> </li>
        </ul>
        <p>按下空格键后将呈现示例</p >
      </div>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rdk","6","895374","0.0-5.0-0.0-0.0-1.0","15443","example"," ","","true","["" ""]","["" ""]","3000000","true","2","100","1","[0,180]","0.6","0","5","1","-1","3","400","400","hsl(225, 50%, 50%)","hsl(0, 50%, 50%)","white","3000000","6","circle","black","3","1","2","16.706580366774542","[4,8,17,17,17,16,18,16,18,16,17,17,16,17,18,17,17,17,17,16,16,18,15,21,14,19,14,17,15,19,15,18,16,16,17,16,15,17,17,17,17,16,16,17,17,17,17,16,17,17,17,17,16,17,16,18,17,17,16,18,17,17,17,15,17,17,17,17,17,17,16,18,15,17,17,17,17,17,17,17,17,17,17,16,17,19,15,16,17,16,18,15,18,18,16,17,17,17,17,16,17,15,17,16,17,17,17,17,17,18,17,17,17,16,15,17,18,15,17,17,15,17,16,18,17,16,17,16,17,17,17,17,17,16,17,16,16,17,17,17,17,18,17,17,16,17,16,16,17,17,16,17,17,17,17,17,17,16,17,17,17,17,17,16,17,15,17,17,16,18,16,18,16,16,18,15,17,16,18,16,19,16,16,17,15,16,17,16,18,16,17,17,16,17,17,17,17,17,16,17,16,17,16,17,18,17,18,16,17,16,15,17,17,16,17,17,16,17,16,17,17,17,16,17,16,17,17,16,17,17,17,18,16,20,14,17,17,17,16,19,16,17,16,16,16,16,16,16,17,17,18,16,17,17,17,15,17,17,17,18,15,17,16,17,17,17,17,17,17,17,17,17,16,17,16,18,16,16,17,17,17,18,17,16,16,17,16,17,18,16,16,16,17,18,15,17,17,17,16,17,18,16,17,17,17,15,17,16,16,19,15,17,17,17,18,16,16,16,17,17,18,16,16,17,16,18,16,17,16,16,18,14,16,17,17,17,17,16,17,17,17,16,17,17,17,17,18,16,16,17,18,16,18,15,17,18,18,17,14,17,18,16,18,16,17,18,16,18,15,17,17,17,17,17,17,17,16,17,15,16,18,16,17,17,17,17,16,17,17,17,16,17,17,17,17,15,18,15,17,17,17,19,15,16,17,17,16,17,19,16,17,16,16,16,17,18,16,17,17,17,16,15,17,17,16,17,19,15,18,16,18,17,15,16,16,17,17,17,17,17,17,17,17,18,14,17,17,16,17,16,16,18,17,17,17,16,16,17,17,16,17,17,17,17,15,17,16,18,20,14,16,17,17,17,17,16,17,17,17,15,17,17,17,17,18,16,17,16,17,16,18,16,18,16,17,16,17,16,18,16,18,15,17,17,17,16,17,17,17,17,17,17,16,17,16,17,17,17,18,16,17,17,17,15,16,18,17,17,17,17,18,16,17,15,16,17,17,18,17,16,20,15,17,17,17,16,16,16,18,17,16,17,17,17,18,16,20,14,17,16,17,16,16,16,17,17,17,18,15,16,16,17,17,17,16,17,17,16,17,17,19,15,18,16,17,17,17,16,17,16,17,17,16,17,16,16,18,16,17,16,16,17,17,17,17,17,17,17,17,17,17,17,17,16,17,16,16,18,17,16,17,17,17,17,17,17,16,17,17,15,16,17,17,17,17,17,17,17,17,17,17,16,17,17,17,16,17,16,18,17,16,18,16,18,17,16,17,17,16,16,17,16,17,16,18,16,18,16,15,17,17,16,17,17,17,17,17,15,17,18,16,17,17,18,16,17,17,15,17,16,17,16,17,18,16,19,15,19,15,17,17,17,17,17,16,16,17,17,17,16,17,16,17,16,17,16,18,16,18,16,17,19,14,17,18,15,17,19,16,17,16,17,16,16,17,17,17,17,16,17,17,17,17,16,16,17,17,17,17,17,16,17,17,17,15,17,17,16,17,17,16,16,16,17,17,17,16,17,17,17,16,17,17,18,16,17,17,17,14,17,17,17,17,17,16,16,17,16,17,17,17,17,16,17,17,16,17,18,16,17,17,17,22,13,16,17,16,17,18,15,18,16,16,17,16,17,17,18,17,17,16,17,17,16,16,15,17,16,18,15,18,17,20,14,18,17,17,16,17,17,17,16,16,16,19,15,18,16,17,18,17,16,16,17,17,16,17,18,15,17,16,17,19,14,17,17,18,16,17,16,16,17,17,17,19,14,17,18,16,17,19,16,17,15,16,17,18,16,19,14,17,16,17,15,17,17,17,17,17,17,17,16,17,16,15,17,17,17,18,16,17,17,16,17,18,16,16,17,17,17,16,16,17,19,16,16,18]","927","[300,900]","[280,280]","false","20","20","black","1","false","1","1","1200","660","","","","",""
"","","","","","html-keyboard-response","7","907273","0.0-5.0-0.0-0.0-2.0-1.0-0.0-0.0","11395","instruction_match_practice"," ","
      <div style=""text-align: left; color: white; padding: 10px"">  
        <h3 style=""text-align: center; font-size: 30px; margin: 10px;"">练习阶段</h3>
        <p>大部分点向 <span style=""font-weight: bold"">右</span> 运动代表 <span style=""font-weight: bold"">你自己</span> ，向 <span style=""font-weight: bold"">左</span> 运动代表 <span style=""font-weight: bold"">生人（即陌生人）</span>，</p >
        <p>您需要在3秒内判断 <span style=""font-weight: bold"">散点图的运动方向与文字是否匹配</span>，<span style=""color: hsl(135, 50%, 50%);"">匹配</span> 按 <span style=""color: hsl(135, 50%, 50%);"">""F"" 键</span>；<span style=""color: red;"">不匹配</span> 按 <span style=""color: red;"">""J"" 键</span></p >
        <p>正确率达到 70% 及以上才能进入下一个阶段 </p >
        <p>请把左手食指放在 ""F"" 键上，右手食指放在 ""J"" 键上</p >
        <p>请按下空格键开始练习</p >
      </div>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","908784","0.0-5.0-0.0-0.0-2.0-1.0-0.0-1.0-0.0","null","fixation","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rdk","9","912813","0.0-5.0-0.0-0.0-2.0-1.0-0.0-1.0-1.0","-1","match_RDK","","","false","[""f"",""j""]","[""f""]","3000","true","1","100","1","180","0.6","0","5","1","-1","3","500","500","hsl(225, 50%, 50%)","hsl(0, 50%, 50%)","white","3000","7","circle","black","3","2","2","16.7","[13,17,16,18,16,17,17,18,19,14,17,17,17,17,17,17,17,16,17,16,18,16,17,15,17,17,17,17,16,17,17,17,17,17,17,17,17,17,16,17,17,17,18,16,17,17,17,17,17,16,17,17,16,17,16,17,16,17,17,16,17,16,17,16,17,16,17,16,17,17,17,16,17,17,17,16,17,16,16,17,16,17,17,17,16,17,17,16,17,17,17,16,17,16,17,16,17,17,17,17,16,16,17,17,15,18,17,16,17,17,16,17,17,16,17,17,16,17,16,17,16,17,17,16,17,17,16,18,16,17,16,17,17,17,17,16,17,16,17,17,17,16,18,17,17,16,18,17,16,17,17,17,16,17,17,16,17,16,17,17,17,17,16,17,16,17,17,17,17,17,16,15,17,16,17,17,17,17,17,17]","180","600","250","false","20","20","black","1","false","1","1","1200","660","response","f","yes","other",""
