"Participant_ID","Sex","Age","Handedness","Color_blindness","part","rt","response","correct","match","association","difficulty"
"Exp1A_5","女",23,"右","都不是","match_RDK","932","f",1,"yes","other",""
"Exp1A_5","女",23,"右","都不是","match_RDK","1045","j",1,"no","other",""
"Exp1A_5","女",23,"右","都不是","match_RDK","1026","f",1,"yes","self",""
"Exp1A_5","女",23,"右","都不是","match_RDK","897","j",1,"no","self",""
"Exp1A_5","女",23,"右","都不是","match_RDK","1556","j",1,"no","other",""
"Exp1A_5","女",23,"右","都不是","match_RDK","1214","j",1,"no","self",""
"Exp1A_5","女",23,"右","都不是","match_RDK","1054","f",1,"yes","self",""
"Exp1A_5","女",23,"右","都不是","match_RDK","1267","f",1,"yes","other",""
"Exp1A_5","女",23,"右","都不是","match_RDK","2556","j",1,"no","self",""
"Exp1A_5","女",23,"右","都不是","match_RDK","1377","j",1,"no","other",""
"Exp1A_5","女",23,"右","都不是","match_RDK","1263","f",1,"yes","other",""
"Exp1A_5","女",23,"右","都不是","match_RDK","1200","f",1,"yes","self",""
"Exp1A_5","女",23,"右","都不是","match_RDK","1133","j",1,"no","other",""
"Exp1A_5","女",23,"右","都不是","match_RDK","1330","j",0,"yes","other",""
"Exp1A_5","女",23,"右","都不是","match_RDK","997","j",1,"no","self",""
"Exp1A_5","女",23,"右","都不是","match_RDK","1042","f",1,"yes","self",""
"Exp1A_5","女",23,"右","都不是","match_RDK","1354","j",1,"no","other",""
"Exp1A_5","女",23,"右","都不是","match_RDK","1107","j",1,"no","self",""
"Exp1A_5","女",23,"右","都不是","match_RDK","909","f",1,"yes","self",""
"Exp1A_5","女",23,"右","都不是","match_RDK","1060","f",1,"yes","other",""
"Exp1A_5","女",23,"右","都不是","match_RDK","1115","j",1,"no","other",""
"Exp1A_5","女",23,"右","都不是","match_RDK","818","f",1,"yes","self",""
"Exp1A_5","女",23,"右","都不是","match_RDK","968","f",1,"yes","other",""
"Exp1A_5","女",23,"右","都不是","match_RDK","1045","j",1,"no","self",""
"Exp1A_5","女",23,"右","都不是","match_RDK","812","f",1,"yes","self",""
"Exp1A_5","女",23,"右","都不是","match_RDK","945","f",1,"yes","other",""
"Exp1A_5","女",23,"右","都不是","match_RDK","1203","j",1,"no","other",""
"Exp1A_5","女",23,"右","都不是","match_RDK","865","j",1,"no","self",""
"Exp1A_5","女",23,"右","都不是","match_RDK","846","f",1,"yes","other",""
"Exp1A_5","女",23,"右","都不是","match_RDK","1100","j",1,"no","self",""
